"AÑO","CURSO","MATERIA","GENERO","EDAD","GRUPO ETNICO","ZONA DE RESIDENCIA","TIPO DE DOCUMENTO","GRUPO POBLACIONAL"
"2,024","TEATRO","CICLO DE FORMACION 2","MUJER","20","INDIGENA","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","MUJER","16","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 3","HOMBRE","34","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","MUJER","36","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","HOMBRE","20","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","HOMBRE","57","NINGUNO","URBANA","PERMISO ESPECIAL DE PERMANENCIA","NO SABE NO RESPONDE"
"2,024","TEATRO","CICLO DE FORMACION 1","MUJER","38","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","HOMBRE","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","MUJER","16","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","MUJER","32","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","TEATRO","CICLO DE FORMACION 1","HOMBRE","57","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","30","NINGUNO","URBANA","CEDULA DE CIUDADANA","DISCAPACIDAD"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","23","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","HOMBRE","30","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","52","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","26","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","45","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 5","HOMBRE","26","NINGUNO","RURAL","CEDULA DE CIUDADANA","LGTBIQ+"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","57","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","63","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","64","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","69","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","57","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 2","MUJER","73","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","51","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","HOMBRE","46","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","45","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","52","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","MUJER","57","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","HOMBRE","30","NINGUNO","URBANA","CEDULA DE CIUDADANA","NO SABE NO RESPONDE"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","HOMBRE","19","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","56","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","43","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","20","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 3","HOMBRE","32","NO SABE NO RESPONDE","URBANA","CEDULA DE CIUDADANA","NO SABE NO RESPONDE"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","22","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","NO BINARIO","28","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","23","NINGUNO","RURAL","CEDULA DE CIUDADANA","DISCAPACIDAD"
"2,024","LITERATURA","CICLO DE FORMACION 3","HOMBRE","22","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","LITERATURA","CICLO DE FORMACION 1","MUJER","21","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","HOMBRE","18","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","HOMBRE","67","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","MUJER","61","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","HOMBRE","37","INDIGENA","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","HOMBRE","12","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","MUJER","13","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","MUJER","38","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","MUJER","13","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","HOMBRE","20","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","MUJER","59","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","MONTAJE DE AUDIO Y VIDEO","HOMBRE","14","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","19","MULATO","URBANA","CEDULA DE CIUDADANA","DISCAPACIDAD AUDITIVA"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","14","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","13","NO SABE NO RESPONDE","RURAL","TARJETA DE IDENTIDAD","NO SABE NO RESPONDE"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","15","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","14","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","30","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","67","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","67","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","20","NINGUNO","URBANA","CEDULA DE CIUDADANA","LGTBIQ+"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","20","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","21","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","12","NO SABE NO RESPONDE","URBANA","TARJETA DE IDENTIDAD","NO SABE NO RESPONDE"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","24","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","12","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","18","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","22","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","18","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","17","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","16","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","15","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","14","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","18","MULATO","URBANA","TARJETA DE IDENTIDAD","LGTBIQ+"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","TRANSGÉNERO","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","LGTBIQ+"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","13","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","51","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","HOMBRE","28","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","57","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","16","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","AUDIOVISUALES","FOTOGRAFIA BASICA","MUJER","14","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
